,Review main body,char_count,word_count,sentiment
657,national day holiday go home housemite spent two days dormitory time saw 9th episode man went groom saddened sigh screenwriter really capable reading drama addition still little idea dont like commentators analyze characters play level write,404,77,Positive
659,name cheng xun although busy people fight wife climb hospital worker dead wife sent although mother needs money use money dont know exwifes home borrowed money husband borrowed money told go family less watch daughter hold horse play people although dont want see daughter dont want see daughter,456,93,Positive
660,summed doubt elderly final boss follows 1 yes first 123 wood people see old man active happy participate elimination still happy price death still happy first forward smile,318,64,Positive
662,cheng xun characteristics simple passionate objective relationship life simple inner parents simple happy autologous stocking family grown much way limit growth environment relatively simple always maintaining long simple heart much un contaminated heart keeping high cost modern society eventually live society,407,65,Positive
664,helped english vip bored find blood find excitement powerful people pillow big breasts beautiful womens __ people ground find warm waiter wants smash simply biggest irony real world money like theme alice country country 1 one two wood people 2 _ sugar 3 tutoring river 4 posa 5 go glass bridge 6,434,85,Positive
672,see september tulu day first broadcast mounted first place tvshows became new favorite netflix confirmed next season taken number female characters female role number ins fans 10 million short period time china also frequently boarding microblogging hot search list douban rating 77 mark seen number people nearly 80000 people want see everyone wants see,524,97,Positive
676,definitely spoiled  seeing recommendation blowing gradually becoming interest result spoiled sentence although man mixed child  places make uncomfortable dissatisfied example dont girls whole three begun women spend long playing boring,409,73,Positive
684,medium rule difficult score four points high three points low 35 best fivepoint 35 75 overall unfortunate dramas slightly grinding category melody aspects unintended seem midruled medium grinding terms plot core seems able explore line human nature explores shallow,449,82,Positive
685,pursued full drama 6 metaphors saw translation director group interviews 1123 wood people talk korean education system constantly eliminated students meet requirements 2 sugar games talking importance career choices high education securities division people doctors choose simplest way successful choice man die,442,73,Positive
686,want get angry whole network gives marketing sugar think spirit result still escaping routine marketing 1 also awkward oks sugar understand male main minister reading market first one two wood people rule dead time,434,88,Positive
687,top 8 episodes full play end seem give audience hope hard plug given sacchark big mouth cream called tearful tears let talk drama first warm scene chu gate childrens settings reflect humanity,310,61,Positive
688,lot horrible infinity flow novels stronger set system selection people play games feel acceptable many people missing year one reported one found impossible everyone father fade plot routine also guess finally live selfsacrifice male two personality still understand xiao en,409,77,Positive
689,write impressive points 1 mans owners portrait actually good kind person ordinary feels useless people company problems passed employee colleagues die want work hard result even families lost owe lot money benefits inevitable want ridiculous gambling easy little luck,448,83,Positive
690,first knew show sound pushed buckled sugar cakes stated curios saw show recommendation index ________ fourth dedicated favorite garcy thank  organizer pulled group desperate people owed ass participating playing childs laughing final person get 455 billion bonuses,399,73,Positive
693,film review record short written write film review 89 exciting firmly attracted motivation fast rhythm nervous complicated human nature kind guess guessed seeing hand sweating explaining story director actor excellent role worth afraid sixth episode garde set cloth,398,68,Positive
696,dont talk nonsense open door see mountain says participants equal participants compete fairly conditions giving people outside world suffering unequivity treatment discrimination last chance fair competition wins people really use rule german show fat man playing beads make change,418,71,Positive
698,recipes knife water step water volume sauce better hung meat word flavors set hang sauce stinky japanese invented fried addition roll cover glow probably stinky china another word called inner volume put cuisine fried,436,86,Positive
702,started watching recommended everyone finished reading recalled details play bad truth bit uncomfortable really uncomfortable several questions participants probably summed whether end help weak choose power take initiative return selfinsurance cooperation still unique may face weak,434,75,Positive
704,say ways look 1 think bad straightforwardgamesettings mercilesskillings east asian background satisfies many peoples hunting psychology wonder internet currently successful koreanshow seeing comments say reason human essence see people dont dare share human becoming complex species everyone different,426,70,Positive
706,drama mainly talked defined loser real society order win 456 billion horror killing fair competition darkness greed exposed front death greed,210,38,Positive
709,super volume large group site highintensity built sociology experiment full metaphor merit society 1 humanity hybrid animal sex 2 people muqiang everyone wants team team must quickly find position people strategic analysis people atmosphere adjustment people time management clearly positioned output value people become edges,437,71,Positive
710,day spent day would like look play easily felt suppression recent anxiety exceeded explosive value dont anything look drama emmmm nowadays 930 evening explode minutes ok pleading style heard big almost 100 away network still shaved,400,77,Positive
714,lot psychological construction decided see korean drama good disappointment good ordinary didnt expect many years korean drama protagonist still stupid aunt whole process opened power others wisdom sacrifice unlucky although woman become male recursive even characters first male master cant stand imagine drama many thin use,471,83,Positive
715,1 better say mask personality better see people face face way get trusted play pick mask ask see people ability believe humanity 2 poverty blessing life win human sex content dont understand changle ultimately move humanity casino im touched ordinary brilliance,452,89,Positive
718,naked manmade drama human nature 1 wonderful bad people sinister ignorant womans black society puree characters head end distinctiveness money life described evil sell companion woman useful nothing unreliable,357,65,Positive
719,battle life death false gentle live end film wonderful peoples pain money desire show people many people spit male owner finally give behavior murder think reasonable male master popularity generals much malicious much good sense,403,79,Positive
721,reading recent depressed touched helpless gratified sad unwilling confession kinds emotions maybe good drama plot human nine episodes long deep discussion sexual society sexual evil sixround full true evil order make temptation front order,387,71,Positive
725,two views first protagonists hearts audience must three views eat drink gambling tattoo positive energy however protagonist setting perfect whole drama matter story doesnt matter protagonist experience protagonist right second audiences understand human nature simple nonblack white deadly protagonist little good main,499,85,Positive
730,come internet went online saw handsome li chengza teacher four male gods love favorite took yesterday korean telecom provider skbroadband fly everyone time watching network maintenance cost rising __ screenwriter wants build concentrated social state film television work combining commercial realistic combination,434,73,Positive
733,watching style really wonderful enough reflect humanity scene stunned really ruins childs annual drama really evil human evil concentrated childhood simple reality also small choosing small price big enough come later,348,62,Positive
734,1 lot netizens say lot games feel directors focus childhood vector sense directive intentions human social emotions korean directors like script want see brain creative type go,310,60,Positive
735,__ male land layer loser ordinary peoples true portrayal middleaged unemployed old people marriage industry double failed debt high school unwanted body organs come debt stealing pensions gambling horses underlying slag friends although man caught life fortunately still retain initiality people saw stray cat roadside willing share warmth see old grandfathers urine take initiative take jacket,496,81,Positive
738,001 pioneer problem sons childhood son definitely original intention entire scene like fairy tale world color bright simple rules simple bloody violence back huge 456 bad guy pile good people good person bad guy childs language good bad eyes people live alive,440,90,Positive
739,said quite like theme alice holding gambling country country still quite disappointed one failed setting 6 games must main bone audience 1 one two wood people although simple become challenging threat zerofault death testist,397,76,Positive
743,doctor died 39 people 19 pairs according reason 19 120 people 17,324,29,Positive
745,process watching process sixth episode uncomfortable episode seen cant judge wrong standing perspective god looking character characters order live true resort indeed human nature curious involved prisoners solution winwin solution cried jiang xiao zhiying went jeju island stanford prison experiments,491,89,Positive
748,singlefooted jump started laid tone suspended black vivid slowly entered atmosphere several points make impressed male going gamble divide 10000 please ask bank young girl drink american coffee although come back hahaha hit bidder help plug straw laughter let us ginger xiaofei beautiful girl toilet,448,79,Positive
752,reading simple film review beginning female masters mix __interested seeing drama starts see settings drama feels much drama however bigshaped also highlight drama 1 highlights content childlike brutal phaseout,401,70,Positive
755,  stayed late recent beginning still quite excited bit tartarn director furnace director changed change korean law high yield sophisticated actor starring li zhengager passenger string li bingxian kong hao moving emperor configuration quite confident drama still south korea,445,77,Positive
756,plot total 6 games one two wood people _ sugar tug marble glass bridge course participants dont know content advance whether participate games win last huge bonus look like choice life money simple may human choice first time walked saw choice life money,409,80,Positive
757,reading overall feeling still good last thing always feel less success drama mainly reflected comparative comparison human nature role full every quite well first makes everyone realize second personal competition already human manifestation personal interest surging people according,462,81,Positive
760,may high expectation value never seen type drama really feel good look heart full disabaters hunger zz unreasonable protagonist unpredictable feel experience good picture starting,310,56,Positive
762,1 person core discussion drama person measure define many dimensions fundamental differences animals symbols 2 animal metaphor ubiquitous desire expansion nature pole animal 3 emphasized rational person analyzes problem easy quantify emotion also another degree,416,73,Positive
765,rich boring kill name redemption end poor descending death first last occurred place number people 456 people 2 participants accepted initial _ persons horrible also felt screen curious ending doublespeed understanding plot think afraid,425,80,Positive
767,1 police find brother good unable sanction amp police internal laziness obstacles refuse explore old man another set systems behind scenes boss music people think grass opinion one willing help person poor snow force people participate gives equal opportunities equal work doesnt give opportunity thing,446,83,Positive
768,reading thinking kind talent final winner shang generally person picture lose struggle ali generally good around people although confirmed survived seems decadent believes people,335,63,Positive
770,save drama second li zhengzai completely black half day without fast progress however feel drama doesnt leave deep picture much guide think things bowl old soup taste taste many times reading first feel focus whole drama placed subject screen r18 finally,428,84,Positive
771,point view reason human nature always explored various art complicated people really like comments discussed far bad guys also kindness good people also evil order make see glory human nature darkness order make word write,395,77,Positive
773,one person survives order protect life people good forever real life rarely encounter topic see much help others sacrifice make lot money ability dont make money premise others try help kind people student glasses male finally died bit drama human nature would change __ destiny,446,86,Positive
775,personal evaluation drama first habitual horizontal contrast type drama recently seen similar thing alice country gave 45s high score wrote dramatic review separately say least 45 reached height 47 also write brief introduction relatively objective brief introduction drama big escape,427,77,Positive
777,drama looks test sad human nature cant afford test sad front capital poor like ants long participate step body others whether killing indirectly kill long win die warm companions around also fragile originally everyone irritation paying first,454,89,Positive
778,korean tv series netflix gathered sample survival clearance class evaluation four star games drama line south koreas film television life cruel ordinary people want get quiet calm cruel world almost luxury always beast ambush tas interests take feet order live become,399,71,Positive
781,last episode already dead everyone thinks big boss gone redhaired protagonist going plane go airport sees scenes seems met play square win money person continued recruit drowsy sleepy people participate cruel ruthless explaining old man dead still going systematic sin big,432,80,Positive
785,korean drama net flying september 17 undoubtedly hottest hottest topic whether weibo circle friends avoids curious author also watched korean drama shared views first overall work undoubtedly excellent high completion highaltitude big escape type tv series actors performance service,428,74,Positive
787,drama bit like jokers sense view clothing set content etc also many symbolism im impressive glass bridge person went glass easy start thinking identify strengthening glass inexplicable confidence broken next glass,347,62,Positive
788,rhythm good killing line police investigation line still clear people supporting angle setting wonderful protagonist setting rules person value 100 million prisoner looks money savings piggy bank willing accept purchase 100 million pricing commodities becoming 4 million fighting beast reason prompted give selfpricing,504,87,Positive
790,shocking first shock host said rules wood people see move starts really someone embarrassed shot first person killed rest person desperately escaping try open door room matter boy still,391,76,Positive
798,dont think god dont rotten think masterpiece making superior fact drama purely escape many works half people come watch disappointed drama case big escape actually exploring social human nature also profound,400,79,Positive
799,large fire past weeks become first episode netflix say south koreas entertainment industry slowly penetrates western world whether kpop daughter group like balckpink wide variety movies idea plots indeed worthy research first talk basic point success public movie first,408,75,Positive
801,bit like novel doll today rhythm big escape cleverly design players npc positions also good characters feel general protagonist background clear immersed gambling look onetime brush finally dont understand male mainly joining year take care players favorite korean beauty,449,83,Positive
803,many people say protagonists waste wood lie way fact destined player doesnt know constant old man formula rules many people noticed bed getting less games painted wall one pays attention old man press x person established rules must guarantee socalled absolute voluntary,477,92,Positive
805,drama long maybe koreans fun games look back actually quite boring bt group money amp money people boring created real money world tempting life chip attempt delvet soul become numbness soul careful,343,70,Positive
807,old virgin stupid true naive easy distinguish selfish,62,9,Positive
810,hi hell dramatic review recently spent three days amway although opening end similar beautiful state sometimes guess hidden clue mystery biggest sense large half still praised like evaluation fans word cool cool scene bloody sensory,388,73,Positive
813,laughing laughing hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahaha must see beijing fish   video hahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,801,16,Positive
814,attic gossip _ legal perspective qqcom matter whether drama sequet least season right right whole drama right evaluation guidance hanging moral judgment suspending moral judgment novel morality author milankundera novel betrayed,361,60,Positive
816,would rather watch male second protagonist dont trust humanity human native used trust reason man blood hand accumulated coincidence male second correct pureness male master people chosen animals unavoidable burs male owner delayed escaping development plot make move,475,89,Positive
819,sinojapanese south korea south korea similarity china tried ask contradiction south korea may wish happen current situation chinese society korean peoples live beings discover lot familiar elements largekorean people course familiar also good understand korean society,397,69,Positive
820,reading recent korean drama say changed korean boss ive committed lot quality im whole drama looks give deepest point class human nature desire first class says word gives deepest word us horse group beautiful people,354,66,Positive
823,reading recent korean drama say changed korean boss ive committed lot quality im whole drama looks give deepest point class human nature desire first class says word gives deepest word us horse group beautiful people,354,66,Positive
826,full text individuals point view man seems seem essentially ordinary people role less intelligence less brave less tianzhen luck director seems deliberately created whether money wrestling winning money debt owner finally give daughter live birthday finally dyed,399,67,Positive
828,worth seeing also worth thoughtful reading feels exhausted story complicated winning atmosphere human portrait detained everywhere moral dilemma whole staff online role vivid although kong liu li bingxian guest string li zhengzai pu haixiu say playing jiang xiaos newcomer amazing last sentence   ,452,80,Positive
832,3 stars good see much surprise net far away mans person contradictory relieved deceive boungers old man behavior cao shangyou pushed people fact difference stand highend criticism morality criticize others threatened addition ending little grass rate finally,437,80,Positive
833,three days finished refreshing kong yu li zheng li bingxian male master lineup plus network fly must boutique twothree wood people selective _ sugar 10 people group two teams highaltitude tuning two groups guessing double winwin 16 people selected digital jumping glass last looks simple half people participants voluntarily participate,455,78,Positive
834,many people cant tell simple find rules vulnerability understanding drama telling society seems simple cruel class cured rules tools management differentiation variety entertainment upper layers happiness upper layer rules changed time education small want,434,76,Positive
835,reading recent korean drama say changed korean boss ive committed lot quality im whole drama looks give deepest point class human nature desire first class says word gives deepest word us horse group beautiful people,354,66,Positive
842,first episodes make pleasure rhythm fast plot ups downs friends around amway results saw last two episodes mans person make want start crazy spit drama troughs could take weak person kind people envisaged flash point male former wife child plays strike,415,82,Positive
843,6 games games children often play memory small lane mother also friends full funny laughter satirically became gambling horse handler rich boring view red wine cigar separated occasionally poems lot people want stage end poor,403,78,Positive
844,6 games games children often play memory small lane mother also friends full funny laughter satirically became gambling horse handler rich boring view red wine cigar separated occasionally poems lot people want stage end poor,403,78,Positive
845,6 games games children often play memory small lane mother also friends full funny laughter satirically became gambling horse handler rich boring view red wine cigar separated occasionally poems lot people want stage end poor,403,78,Positive
846,two days say say small number living games korea still good eyes net fly really good years voted lot good dramas come keep type survival lot japanese europe united states already precedent lot money better still played plot simple excited bloody,494,103,Positive
849,reading whole drama say last episode really full drama although details details whole line still clear final episode melee true let people fall glasses force forcibly desired ending final even man man playing daughter see someone fanbar drama v,428,83,Positive
850,old media propaganda gambling silent record series zhu yu front breakthrough comparison gambling better people masks may japanese society western perspective korean society bar humanity much complicated emotional interests stronger things diverse tucao boss old man good year,429,73,Positive
851,many people say male owner set dead old man last think didnt understand whole department actually large part man man old man sentence almost core concentration whole drama core problem ninth episode still believe old man experience experienced several games longer believe people,475,92,Positive
852,see sixth episode want make win       havent finished reading yet really good drama china dare shoot china cant hope take feeling future dont always go fairy xian xia ended end sword feeling flying relatively force cultural unfirm,419,91,Positive
853,li zhengzai really like poor cute ginger zhiyings cp occasion beautiful thought socalled horse racing bored rich people common person want say two days watch 1984 belongs similar people waiter contradiction adjustable never turned one,419,78,Positive
854,holding seven hundred points expectation reading data 8 oclock upper havent come drama level see second quarter see upgrade type theme fresh bottom disappearance forced life forced played applause protagonist finally survived take money find rich people revenge,457,87,Positive
857,1 three points gave two shots kong liu played 2 rich also thought rich play highharitis elegance vast fun 3 male owner take mother suffering diabetes complications death wife women also necessary hero lifted pity 1 4 ambition save world,408,83,Positive
858,man wisdom licking sugar rest good play new one helped think even wants revenge smart shape physical strength advantageous money able fade negative something little dont quite understand red,375,78,Positive
859,yesterday brushed unlimited stream say plot even less netwen unlimited flow say bonus shoots kind story time purpose thinking catching people purpose playing people watch live betting according routine never shown previous period,428,80,Positive
860,1 although whole drama trend high opening good visual effect good visual effect music performance actor exciting enough beauty plot example police line police entered organization easy get information middle also unintentional end dead fact,423,80,Positive
861,play name said different player living person taking label margins except individual poor evil many people forced life hold gamblers psychology chance means cant come back except 1 1 gives distortion panic fear even human nature,371,68,Positive
862,many movie tv dramas exposed extreme situation routines common kind team combat selfsacrifice good persons black small power structure large power structure soldiers doctors buyer organs becomes winner end still simple black white counter old man says reason organizational understand boring story,463,83,Positive
866,world rich person make fun poor people desperate poor willing brought way money transaction money games obvious living person brought world opened eyes explore light,322,66,Positive
867,produced netflix netflix say boutique rogue already officially said must continued look forward expectation total 6 episodes episode almost 1 hour remove episode 8 eight episodes 30 minutes 6 bub 7,323,58,Positive
871,awards first talk lineup drama director huang donghe ok said name know say furnace childhood shadow return 20 years old funny single work high quality director protagonist li zheng slaughtered ok didnt know one koreas highquality agassi new world goodlooking god,403,69,Positive
872,awards first talk lineup drama director huang donghe ok said name know say furnace childhood shadow return 20 years old funny single work high quality director protagonist li zheng slaughtered ok didnt know one koreas highquality agassi new world goodlooking god,403,69,Positive
874,big gods internet almost details write nonrepetition plot like extensively discussed started watching feel clearly korean version alice country survival humanity typical korean drama tension grasp horse reading feel details inside conscience although last one,418,71,Positive
879,brushing one night feelings gorgeous although regular sets roads guess rhythm rendering good big movie emperor gathers acting skills two little sisters really felt heart girls soft existence visually contrast strong drama candy sticks blood fire beautiful,423,75,Positive
881,speaking episode highest heat korean drama frequently hot first season broadcast triggered hot discussion whole network director film said media photographed shooting first season already fallen six teeth say li zhengzai kong liu li bingxian three male actors,405,70,Positive
884,double boungers 39 people 1 single order remaining elimination half 20 people left remaining 19 displayed drama glass bridge selection number 16 explain purple potato pudding potato pudding purple potato pudding potato pudding purple potato pudding sapothpartame purple potato pudding potato pudding potato pudding potato pudding potato pudding potato pudding potato pudding sweet potato purple potato pudding potato pudding potato cloth,488,74,Positive
885,korean drama really good explore humanity evil cheng xixun park shangyous gamblership put family dilemma debt high school although cultural education big fact much difference unforgettable qixun mother diabetes complications desperate crying money treatment end life still rent every time easy,407,68,Positive
887,dont let japanese devil wear kimono whole chinese recognized black also necessary black du fu plot whoever wants die middle say highlights lower limit metamorphosis games man fake sense justice blame others,335,65,Positive
889,new made furnace director kong yuki network flight element hard finish reading preview like net flying another alice country story kind hunger big escape gambling problem began gradually next story collapse extremely exquisite games temporary,353,62,Positive
891,samsung half script really flat really like last boss says fun without money countrys law allowed give people freedom abandoning freedom cause strong exploit weak say film voluntary saw contract gave already paired film,400,77,Positive
894,looked play thought hunger games work drama bottom line always feel present play present person give ways ta wants go new road keep going try bottom line audience thinking impetuous world play needed stimulate paralyzed nerves see indias daughter,405,79,Positive
895,saw everyone wrote lot want hear male second saw film review saying last suicide male second awkward emotional establishment male master sudden opposite view think last suicide male second hysterical expressing ordinary person life lets take picture perspective male second male second seoul university,458,86,Positive
896,following reproduced wechat public account dr miaos daily wechat id miaosw1989 squidgame south korea 2021917 survival broadcast netfix drama cheng xun li zhengzai listening old cheng middleaged person entangled unemployed gambling say work career family failure,378,61,Positive
897,write blind send film review directly first film big escape types line persons person feels good line also serving main line polices brother also winners suggest even win still trapped games film,367,72,Positive
898,revenue dramatic transparation plot compact middle also inserted kindness dock seems shiny personally behind scenes boss hidden better starting second third episodes basically push boss episode corresponding clues prove scrutiny example everyone start night old man,425,75,Positive
899,take look li zhengzai first episode ends ok second third episode ends express bit deliberate father first father bright figure dont want go group drama imagine group adults children play together bit little deliberate fourth episode selfexamination cruel hidden dangers near dangerous team tour,420,77,Positive
905,spent weekend finished watching squidgame think undoubtedly seen best korean tv series recent years sophisticated korean movies tv dramas tend win idols recommended title netranked first title indeed shocked big name guest nononeline actor small,376,68,Positive
907,say really stimulating brutal talking points scattering 1 looks technical level analyzes metaphor level regarding big boss satisfied may feel end quite stunning kind feeling last scene similar chainsaw 1 last scene actually,398,71,Positive
909,yesterday reading nearly four oclock really didnt think bloody violent screens also within visual acceptance handsome korean police 28th goup guess person charge brother korean police result true understand killed brother lengthy days also good,377,67,Positive
912,drama good drama reading last episode feels like bone throat male knowing survive one person thinking last three people live get money unclear anger scorpion still bottom line cant kill innocent life killing people living deceive old man get glass ball,433,87,Positive
916,forty ages leaning bloody old mother work cant make money matter much gambling steals money people face death impossible dont want die normal people give warmth annoying jiang xiaoti clearly championship arrange glass cut unreasonable korean women small mixing also fake,368,65,Positive
919,korean drama hot  actually like general good first must affirm advantages korean drama good integrating scripts even learn imitation new idea unlimited scale face talk show worth blowing 1 shallow good drama either shallow deep depth drama insufficient,402,72,Positive
924,protagonist male master longer popular come blood wood people still think pass together passing money bad male two line brain heart embarrassed unfortunately aura old man feel problem man feel problem,424,84,Positive
926,total nine episodes reading drama bloody humanity really tested dont test humanity kinds interest good partner consistently essence social interpersonal interaction even love worth exchange games think _ sugar crash thing crisp possible crack point force kind,457,87,Positive
927,focus want play games netflix took drama korea popular form popular nothing challenge human nature film still point feel everyone discussing male winner bended original intention think film old man contradiction contradiction humanity without,409,73,Positive
934,last episode korea drama first story setting losers 456 variety reasons owed butt forced entered rich people island closed sea change fate 456 individuals represent 100 million almost 550000 yuan rich people,329,60,Positive
935,show recommended certain social experience gameability may good alice practical significance dont agree people say li zhengzai took drama waste acting precisely wide range people depths receive role opinion order six games different stage life first one two three wood,429,80,Positive
936,rating usually reference comparison watching tv dramas movie scores especially horizontal contrast american korean drama milk fly still giving standard way dont talk even scale also sticked countrys release scale let type work return real life country actually lot outcomings dramas,425,74,Positive
939,put definitely mediocrity year big escape type movie always relative dont think movie surpass big escape first department type movie collectively reflected reasons film set uproar great wave mention director huang donghe huang guide small,420,77,Positive
940,people money participate people money treat others various reasons owe high debt order return money exception come earn amount win people take money lost people betting life play games perhaps simple also played front life death,415,75,Positive
944,1 police trace bread team close car saw antipart 2 individuals van one found police get bus long one asking one waiting 3 police kill people without psychological burden black korean police 4 purpose monitoring exclusive background diagram black masks role 05 black masks clearly ground see death death,484,94,Positive
948,1 many times cause 2 polices brother winner became person charge 3 kong liu related one appearance role 4 many staff members recruited 5 death 6 man steals mothers money,324,66,Positive
949,spoiler reminder also man hasnt seen millennium lotus long time dont close upper lower become unfortunately first recent three women marga mother dead daughter change people send small friend enemy opponent grams anyone wants male send male good dont black hand let others suffer throne originally,473,88,Positive
950,reading really shocking speechless simply sacrifice mans people really awkward willing act scorpion heart completely pure others,216,40,Positive
952,concept korean drama sweet sweet sweet dead,49,8,Positive
954,8_related 16 episodes violent aesthetics double line parallel nervous still like especially police line cruel humanity seeing sweat coming moreover games arrangement also interesting rules naive penalties stark contrast foundation large people small taste coming __ full blister easy guess surprises,410,67,Positive
956,1 minimum kindness rules original jungle always awe life reflect longlasting kindness facing life death issues regardless situation always hoped people alive however civilized society necessary achieve kindness able achieve really life life death 2 stupidity thinking,439,79,Positive
957,weibo topic discussions high 870 million longterm steady soybean popular audio video first completely fire episode nafei brought together korean top production lineup director huang donghe previously directed furnace nanhan mountain city strange many classic movies male master li zhengzai representing new world god long known domestic audience,481,75,Positive
959,undoubtedly colorful episode worth watching actor configured big color gathering expression delicate realistic plus korean drama used use familiar symphony highlevel configuration whole drama exhibits incompetent texture unfortunately regret excellent episode concentrates word throughout korean drama top series,449,70,Positive
960,didnt think old man big boss life rich people boring cant understand current cognition also understood saw thought yun didnt colorful life feel happiest time time every day im looking forward every day transaction fresh extra trivial matter worryfree,387,74,Positive
962,breath read gray often although last episode slight affect small shock whole episode douban 78 think fraction worth 8 story tells death life death 456 negative money someone signed organ donation go involvement one road lost death 1 person representative,402,73,Positive
963,refreshing drama big escape analyze connotation saying drama old set good persons bad guys defines face men madrus behavior logical mother never seen distressed good strange uncle stealing 400w pickup hand turns like dont want think doesnt steal dont make male second pull tugofwar,471,91,Positive
965,reading drama mainly big escape 456 people play six child games many people say male lying feel although every time last moment victory black masks equal equality everyone must abide rules,286,55,Positive
967,whole drama full tragedy every extremely selected either life die first people participate exception huge liability want get money fastest way two ways people choose carry debts die either successful riche secondly drama,375,68,Positive
969,started mans character good gambling family concerned intersection characters main character relationship main characters clear person liability man unexpectedly participated one side nervous accompanied blood full blood side palm paper drunken flat,439,75,Positive
970,people treat livestock cherish much humanity occasionally director like normal people beginning humanity drama red people green people kindly makes guest officers excited looking marketing number weibo praised sentence doubt big,385,67,Positive
972,person protagonist really acceptable talking men shangyou lives everyones eyes mothers hope pride doubledoor cave admitted university seoul learn finance entrepreneurial almost life goals chanmen students brother almost like child three aunts superlife childs national fugitive,395,65,Positive
975,surface looks human nature severe interpretation gentle zz think director interested expressing worlds liabilities korea starting 42 minutes 52 seconds ninth episode countrys family liability rate rising still best world according international bank south koreas bills ratio total domestic production family liabilities korea,441,73,Positive
976,midautumn festival finished sense experience worthy affirmation violence suspense bloody full rhythm think kind black drama seen three sizes three respectively sweeping storm different stories styles present similar thinking 456 real societys debts,401,65,Positive
977,childrens concise say become extinct species disappearance childhood reading opened sixth episode 123 wood people slide _ sugar neighborhoods continue flow generation children course children new games new generations happiness glory king,374,61,Positive
978,fact think drama director want tell people people onesided cant use simple good evil good bad distinguish people simply summarize advanced animal complicated kind side selfish side generous side evil side people often act different role different environments character different purpose,406,71,Positive
979,fact think drama director want tell people people onesided cant use simple good evil good bad distinguish people simply summarize advanced animal complicated kind side selfish side generous side evil side people often act different role different environments character different purpose,406,71,Positive
981,anyway look cool drama cool kind social depth map reality whocares said plots stand scrutiny maybe unpredictable people male master entering feel right entering human flash points always feel paving,390,74,Positive
983,like set competitive movie fact viewers know film set emotionally dog blood full intentional unintentional excessive interpretation type content increasing popular introduction sentence 456 people taken desert island participate gaming winner receive 456 billion land lost spot nets infinite streams movies big escape,462,78,Positive
984,1 use child real worst kill end fun want find friend review past plus bunch visual seek seek stimulation,182,38,Positive
986,nice big escape work although qing although blue better blue simple 1 tight enough stimulate big escape works first let audience feel tension stimulus life death protagonist necessary elements come subject also satisfied 2 complex people big escape work help characters complete figure,420,74,Positive
988,three days know hot list buy hot search dont want change good scriptote whole slim story whether mirror picture calculated episode film television works nice plot really phased slime role role thin protagonist fails person take care mother take care,421,86,Positive
989,want know perfect answer 1st dont think last really playing win say 1 originally going make man win fact understand confused honestly said little disappointed women touching think enough thing beauty also feel inexplicable wareger think,425,86,Positive
990,catch alice country country open drama cant say loss expected say dont know many people seen animation gambling hypothesis series whether level design plot reversal two seem reversal male master organic motivation background two dramas really logic strong enough,423,75,Positive
994,reading feel well addition last episode people think level simple think image behind everyone says actually reflected reality specific every sentence tired tell overall summary following body makes feel cold chestnut image behind capital,403,77,Positive
997,isnt metaphor todays south korea viewers big country united states mask alive especially english chinese good rain knowledge obvious korean power valves political highlevel actual big country intention designer actor metaphor participants metaphor underlying people crazy internal volumes climbing upper layer lack,454,73,Positive
998,story learn copy nonrealistic story savvy reality taken image story story sense ultimate presentation happy book creative games new west travel think another film hunger platform first two years hunger platform also,343,63,Positive
999,ambitions games introduced audience expected end world therevelation sacred salvation etc quadruple however time think quite interesting always words numbers sorting father first number man last figure mystery may come new test text beginning greek alphabet,418,72,Positive
1000,amount male child innocent gas transport drama man difficult accept ease able accept mans master didnt seen gambling silent record feel necessary accept story general still waste like male fight antisend ability,418,81,Positive
1001,reading feelings still breath throat deepest feeling actors heeled angle good scene also profound metaphors deep drama first write dont feel unsatisfactory seems survival mechanism engraved mode see many film television also seen drama,406,74,Positive
1006,characters 1 mens postlate personality large contradiction mens owners male seconds exaggerated white lotus system exaggerated gambling ask mother play cheating prove kind person order make conflict male second increase drama tension jiang xiaos death questioning death glass factory conflict male second,488,84,Positive
1008,netflix produced new dramas many people feel still unfained cool today say new drama _____ film starring qinglong yidi li zhengzai li shuzhen doesnt say believe mature actor picking eyes judgments work uncle running state maintained well oil,383,71,Positive
1010,horse tiger read whole process even though attitude appreciation serious cant help distract gambled childhood including good memory also warning adults people seen animal world seem like met work describe struggle bottom society future embarrassing order satisfy desire participate rich,439,77,Positive
1013,netflix new episodes seen many themes caused drama colorful places compared flat mainly director make everyone played killing enough compared sense sensory stimulation enough burning brain stimulus good describing humanity director drama completely complete almost reasonable,451,80,Positive
1015,say points 1 male owner left year steel cloth appeared money take 10000 maybe banks interest added many billion bonds still 2 first round male master kicks third round river theoretically survivors killing people fourth round order win male second winning,417,78,Positive
